income	gender	weight
17000	1	230
-4	1	130
-5	2	-5
12000	2	160
-2	1	185
-2	1	145
29120	2	183
-5	1	160
-4	1	215
-4	2	110
-4	2	245
-5	1	-5
-4	2	120
-4	1	-5
-2	1	-5
53000	2	200
-2	1	160
900	1	170
9000	2	180
146002	1	197
25143	2	150
-5	1	200
41000	1	225
40000	1	185
15000	1	175
40000	2	158
30000	1	145
-4	2	145
27000	2	110
-4	1	180
20000	1	195
45000	1	190
55000	1	162
-4	2	123
33000	2	125
-5	1	180
6000	2	160
92000	1	145
32000	1	180
-2	2	177
23000	2	135
60000	1	200
-5	2	-5
0	2	140
-5	2	140
-4	2	-5
37000	1	170
-4	2	130
-2	2	175
-2	1	185
60000	1	145
18000	2	125
-4	1	185
-5	2	-5
-4	2	-5
-5	1	-5
-4	1	195
5000	2	120
25000	2	187
-5	1	-5
50000	2	165
-4	1	160
65000	1	180
-4	2	200
2400	2	150
-4	1	180
38000	1	145
-2	2	170
-4	2	222
-4	1	165
20000	1	235
-4	2	115
-4	2	52
36000	2	110
-4	1	170
35000	1	150
-4	2	170
-5	2	-5
57000	2	-5
-5	2	-5
25000	1	-5
-4	2	130
-4	2	123
32000	2	120
1500	2	120
35000	1	-5
67000	1	165
1000	2	120
-4	1	250
43000	2	135
-5	2	-5
-5	1	195
9700	2	190
25000	1	-5
35000	2	180
26000	2	160
24000	2	118
-4	1	180
62500	1	210
0	1	200
49000	2	160
32000	1	175
45000	1	185
-5	1	160
-5	1	175
-5	1	-5
42000	1	195
-5	1	194
-5	2	-5
-5	2	-5
35000	1	180
48000	2	161
42500	2	150
-5	1	120
-5	1	-5
146002	2	140
-5	1	185
73000	2	150
40000	1	190
36800	2	120
-5	1	200
-5	1	220
-4	2	-5
-5	2	-5
36000	1	170
37000	2	134
-4	1	185
50000	1	170
75000	1	160
60000	1	155
20000	1	190
23000	2	145
-5	1	-5
24000	2	127
-4	2	170
36000	2	250
42000	2	-2
48000	1	195
-5	1	160
36000	2	130
32000	2	135
-5	2	122
-5	1	190
38000	1	200
146002	1	182
89000	1	145
75000	2	115
58000	2	130
16250	1	160
-4	1	-5
-5	2	110
63000	1	205
36000	1	225
-4	2	180
5000	2	135
5000	1	176
22000	1	232
26000	2	279
10000	2	165
34000	2	190
-2	2	170
10000	2	234
33000	2	185
40000	2	140
-2	1	230
14000	2	205
47000	1	170
146002	1	215
9000	2	125
-5	1	155
23000	1	140
-2	2	-5
-5	1	157
-2	2	-2
13000	1	174
-5	1	170
26000	1	176
25000	1	135
-2	1	115
40000	1	220
-4	2	-2
-5	2	133
45000	2	139
-5	2	-5
17000	1	-5
40000	1	157
36879	1	180
-5	1	280
23000	2	160
65000	2	105
-5	1	187
40000	2	123
43000	1	-5
35000	1	170
-5	1	200
67000	1	155
-5	2	-5
45000	1	270
22000	2	125
160	2	127
-5	1	-5
48000	1	220
15000	2	140
7000	1	145
-4	2	120
58000	1	185
40000	1	153
-5	1	180
-4	2	185
24000	2	135
22000	1	150
-4	2	115
32000	2	250
10000	2	155
29700	1	260
15000	1	242
12000	2	135
-5	1	-5
40000	1	175
53000	2	175
15000	1	175
22000	1	190
30000	1	140
-5	1	155
40000	1	-5
25000	2	150
18000	2	135
54000	2	200
-4	1	160
-5	1	165
-4	2	120
-4	1	160
15000	2	130
-5	2	115
146002	1	155
28000	2	115
15000	2	121
35000	1	-5
40000	1	200
20000	1	180
75000	2	170
69000	1	-5
50000	1	155
25000	1	155
64000	1	145
71000	1	155
-4	1	145
-2	2	115
38000	2	118
-5	1	130
18000	2	220
-5	2	200
-4	2	170
-5	1	185
-5	2	150
-5	1	-5
-5	1	155
-5	2	-5
15000	2	-5
-5	2	165
58000	2	108
47000	1	165
6000	1	140
35000	1	-5
46225	1	160
44000	1	175
12000	1	155
44000	1	140
-2	1	165
22000	1	140
-5	1	-5
36000	1	-5
-5	2	-5
-4	2	-5
-2	1	220
-4	2	240
-1	1	195
-5	1	-5
-5	2	-5
33000	2	200
-5	1	-5
38000	1	135
19000	1	200
-4	1	174
21000	1	155
64000	1	165
32000	1	-5
35000	2	140
31000	2	-5
-5	1	-5
-4	1	250
18000	1	165
56000	2	125
29000	1	180
68000	1	185
-5	2	-5
-5	2	-5
-5	1	-5
-5	1	128
40000	2	-5
-5	2	135
25000	2	209
51500	1	200
37000	2	155
30000	2	113
44000	2	-5
60000	1	185
10000	1	170
6750	1	160
85000	1	145
35000	1	157
50000	1	215
-2	1	185
-4	1	200
37000	2	95
-2	2	94
20000	1	170
36420	1	190
22000	2	142
30000	1	-2
13500	2	169
22000	1	150
15000	1	-5
-5	2	-5
-5	1	-5
32000	2	155
43000	2	135
35000	1	-5
34000	1	215
20000	1	195
40000	1	215
-5	1	155
-4	2	120
36000	1	220
55000	1	155
40000	2	-5
-4	1	140
-4	1	195
26000	2	164
27000	2	155
-5	1	180
18000	2	150
-2	2	-5
-4	1	220
-5	1	-5
36000	1	165
50000	1	210
56000	1	226
-4	2	178
48000	1	315
20000	1	270
6000	1	190
40000	1	168
18000	2	195
25000	2	195
-5	1	-5
-5	1	150
-5	1	165
-5	1	190
80400	2	134
36000	1	185
-5	1	120
45000	2	120
-5	1	180
32000	1	135
40000	1	193
32000	2	150
31000	1	215
19000	1	155
25000	1	175
22000	1	165
36000	1	165
11000	2	140
35000	2	250
60000	1	330
-4	2	115
25000	2	135
-4	2	140
11000	2	126
-4	2	135
25000	1	-1
60000	1	205
35000	1	220
22425	1	138
146002	1	165
10500	1	165
-4	1	140
32400	2	112
51000	1	165
57000	2	-5
40000	2	105
38000	2	135
52000	2	120
20000	1	245
35000	2	145
-5	2	-5
-5	1	-5
31200	1	185
-5	2	155
56000	2	105
44000	2	157
146002	1	215
60000	2	117
55000	2	150
65000	1	196
30000	1	215
25000	2	200
30000	1	200
16000	2	146
-5	2	145
-5	1	-2
-4	2	145
-4	1	175
-2	1	210
5000	2	150
-4	1	188
10000	1	160
-2	1	175
-5	1	-5
35000	2	148
4000	1	280
-2	2	125
-5	1	-5
50000	2	112
20000	1	155
-4	1	203
34000	1	143
-5	1	156
50000	1	150
33000	1	135
28000	1	143
61000	1	145
150	1	210
20000	2	145
-5	1	155
75000	2	115
-5	1	175
40000	1	220
146002	1	185
146002	1	190
65000	1	180
47000	2	107
15000	1	195
27000	1	145
18000	1	145
19200	2	108
-4	2	175
41000	2	150
36000	1	168
31000	1	200
14000	1	140
37000	2	207
26000	1	165
36000	1	157
12000	2	130
17000	2	190
36000	2	143
-2	1	156
55000	2	160
-5	1	170
40000	2	112
-5	2	109
44000	1	-5
-5	1	-5
38000	1	215
30000	1	195
-4	1	155
-5	2	-5
-5	2	-5
27000	1	175
-5	2	-5
-5	2	108
26000	1	150
-4	1	-5
-4	1	235
32000	2	150
-5	1	-5
-5	1	-5
60000	1	250
-5	2	-5
-5	1	-5
25000	2	-5
-4	2	120
-5	1	-5
-5	1	-5
9600	2	180
48000	1	210
-5	2	230
7000	2	-5
54500	1	335
-2	2	175
-5	1	-5
-5	2	-5
-4	2	117
28000	1	175
-4	2	260
30000	1	195
13000	1	160
35000	2	-5
35000	2	-5
17000	2	240
15600	2	117
45000	1	190
57000	2	120
-5	1	-5
-5	2	-5
45000	1	295
-4	2	130
24000	1	250
53000	2	145
40500	1	-5
32000	2	140
-2	2	142
-5	1	250
-5	1	-5
-5	1	-5
75000	1	187
-4	2	170
49000	1	200
85000	2	145
-5	2	154
46300	1	170
-5	1	-5
-5	1	165
-4	1	205
-5	1	-5
-5	2	-5
50000	2	125
11950	2	115
-4	2	100
29000	2	150
58710	2	121
-4	1	285
-5	2	45
146002	1	175
70000	1	210
26500	1	200
13000	2	125
50000	1	180
48000	1	185
-5	1	141
-5	2	-5
13000	1	135
-5	2	135
-5	2	-5
25000	1	160
15000	2	200
-5	1	185
70000	2	155
63000	2	145
-5	2	115
-1	1	150
45600	1	190
47250	1	230
14000	1	200
29000	1	185
-4	2	140
-4	2	110
25000	1	130
-4	2	180
14000	2	128
19000	1	200
-4	1	180
22000	1	-5
-4	2	237
18500	2	215
-5	1	-5
-2	2	180
48000	1	200
-5	1	-5
23000	1	130
53000	1	175
-5	1	-5
7200	2	220
35000	1	175
37323	1	145
-5	2	146
19500	1	198
40000	1	130
35700	1	230
-5	1	215
-5	1	-5
-5	1	235
42000	2	195
42000	2	145
31000	1	255
26000	2	145
57000	2	140
-4	1	197
40000	1	207
40000	1	-5
27000	1	135
28000	1	150
5000	2	145
-5	2	-5
-5	2	-5
23500	1	-5
-5	1	-5
47000	2	145
50000	2	189
55000	1	160
-2	1	-5
14000	2	130
-4	1	170
-5	2	-5
-5	2	-5
45000	2	195
45000	1	120
12000	2	250
7000	2	150
58000	2	118
28000	2	155
13000	2	135
146002	1	170
12000	2	125
-5	1	-5
-5	2	128
25000	1	290
15000	1	175
66000	1	145
87000	2	120
50000	1	190
18000	2	105
-4	1	215
25000	1	235
-2	2	170
23000	2	140
55000	2	130
52000	1	130
38000	1	155
11000	1	158
16000	1	155
45000	2	120
-5	1	-5
41200	2	150
25000	2	150
42000	1	187
22000	2	130
30000	2	115
15000	1	180
-4	1	180
-4	2	192
-5	2	-5
-5	2	-5
10500	1	220
-4	2	100
45000	1	195
82000	2	140
16000	1	137
25000	1	184
6000	1	135
20000	1	172
30000	1	178
-4	1	-1
22000	2	240
17000	2	165
15000	2	147
-5	1	-5
16000	1	170
15312	1	160
-5	1	-5
27217	1	-5
52000	2	160
50000	1	205
-2	1	160
-5	2	-5
25000	1	185
24000	2	135
-5	1	185
12000	1	210
65000	1	175
74000	1	190
42000	2	130
22500	1	135
40000	2	170
-5	2	-5
19000	2	155
28000	1	179
25000	1	140
68000	1	235
3700	2	135
4000	2	148
50000	1	160
20000	1	205
-5	1	-5
30000	1	180
50000	1	150
750	2	245
-5	1	120
50000	2	147
28000	2	262
-5	2	145
50000	1	210
52142	2	212
-5	2	155
38000	2	130
15000	1	-5
35000	2	120
13000	1	300
38000	1	-5
1000	2	145
-2	1	196
-4	1	143
-5	2	-5
-4	1	175
28000	1	150
-4	2	132
31000	2	170
32000	2	-5
15000	2	120
-4	2	165
50000	1	170
65000	2	150
20000	1	-5
41000	1	178
65000	1	220
45000	2	140
47000	2	135
40000	1	175
-4	1	155
-5	2	115
-4	1	200
41000	2	122
68000	2	275
-5	2	-5
55000	2	165
55000	1	155
14000	2	156
22000	2	148
15000	1	140
-5	1	195
55000	1	170
-5	2	125
33500	2	120
19240	2	185
18500	1	200
50000	1	154
-4	2	290
-4	2	-5
-4	2	-5
-5	2	-5
5000	1	112
50000	1	150
37000	1	185
22000	2	140
-5	1	-5
44000	1	210
-2	1	165
-4	1	176
17000	1	155
32000	1	185
-2	2	110
128	2	180
50000	1	190
60000	1	165
-4	1	160
55000	1	250
41000	1	-5
14000	2	130
-4	1	170
2000	2	150
13000	2	135
60000	2	140
51738	1	185
146002	1	190
-4	2	143
-2	1	160
-2	1	205
24000	1	170
-4	1	-5
1200	2	115
0	2	125
11000	1	160
-4	2	170
-4	1	250
45000	2	160
1000	2	190
22000	2	-5
13200	2	-5
-5	2	-5
20000	1	165
8500	1	125
-4	2	134
55000	1	155
90000	1	190
60000	1	180
17000	1	175
29000	2	132
12000	1	280
47000	1	122
50000	1	190
34000	1	160
60000	2	130
29000	2	135
-4	1	200
45000	1	190
28000	1	190
-2	2	130
-4	2	-5
42000	2	116
-5	1	160
-5	2	152
-2	2	150
39000	2	160
-5	2	130
12000	1	155
50000	1	170
75000	2	115
58000	1	145
15500	1	145
-4	2	135
146002	1	160
-4	1	160
-4	2	240
59000	1	150
12000	1	160
27000	2	240
-2	2	112
-5	1	-5
12000	1	-5
32000	2	120
20000	2	130
-5	2	-5
60000	2	150
-5	2	-5
-5	2	-5
-5	1	-5
-5	1	-5
29000	1	175
70000	1	135
20000	2	175
42000	1	185
40000	1	280
16000	2	115
37000	2	155
21800	2	125
-5	2	-5
37000	2	150
26000	2	150
-1	1	-5
-4	2	223
16000	1	220
31000	1	190
146002	1	255
70000	1	250
30277	2	130
22000	2	170
36000	1	288
25000	1	135
-5	2	145
-5	2	-5
12000	1	150
-2	1	220
-4	1	180
31000	2	160
42000	2	210
-5	2	-5
-5	2	150
-4	2	187
70000	2	125
-4	1	165
-1	1	230
-4	2	195
-4	1	230
-2	2	220
-2	2	230
55000	1	450
-4	1	175
-4	2	210
15000	2	120
-5	2	-5
-4	2	142
-4	1	175
23000	2	-5
-4	2	230
-2	1	270
-5	1	-5
-5	2	200
-4	1	210
-2	2	220
-4	2	126
14000	2	132
13000	1	175
21000	1	180
35000	1	220
24000	2	225
12000	1	212
-5	2	-5
-4	1	180
31000	2	130
-5	2	-5
-5	2	-5
-4	2	125
-4	2	260
48000	2	146
-4	2	-5
22000	2	160
68000	2	105
15000	2	105
24000	1	330
-4	2	139
45000	2	-5
-4	2	182
49600	1	180
-4	1	135
-5	2	-5
-5	2	-5
40000	1	-5
32000	2	-5
-4	2	230
-5	1	-5
-4	1	270
-4	2	200
5040	1	135
-4	2	123
-4	1	175
-5	1	-5
-4	2	-5
3000	2	165
25000	1	-5
100	1	170
15000	1	250
-5	2	135
20000	2	110
35000	1	240
-5	1	275
-1	1	250
75000	1	180
-5	1	180
3000	1	120
-4	2	102
-5	2	-5
-5	2	-5
24000	1	165
-5	1	-5
30000	1	132
35000	1	-5
36000	1	180
4000	2	109
60000	1	176
-5	2	130
-5	1	-5
-4	2	-5
50000	1	-5
56000	1	-5
-5	2	-5
-5	1	155
20000	2	110
12000	1	175
-5	1	-5
14000	1	-5
-2	1	183
-5	1	240
62500	1	180
-5	1	-5
30000	2	-5
-4	2	112
24000	1	173
21100	2	125
3200	1	175
25000	1	180
-4	1	179
-4	2	200
80000	1	220
5000	1	155
21000	2	113
37000	2	100
29440	2	160
17000	1	300
45000	1	220
-5	1	-5
-5	1	-5
-5	1	-5
-5	1	-5
-4	1	-5
45000	2	190
-5	1	170
13000	2	160
48000	1	200
146002	1	165
-4	2	130
-5	2	-5
-5	2	205
44000	1	205
35000	1	185
-2	2	120
33000	2	96
-4	2	137
1500	2	125
-4	2	110
16000	2	155
25000	1	198
-1	1	168
-2	2	158
40000	1	160
70000	2	135
15000	2	134
-5	2	140
-2	1	172
51000	2	136
18000	1	205
-5	2	115
-4	1	140
-4	1	160
5000	1	240
19000	2	120
28000	2	125
34000	1	185
0	1	175
-2	2	-5
45000	1	210
-4	2	135
600	1	130
-4	1	-5
-4	2	180
26000	2	315
-5	1	-5
-5	1	180
13000	1	205
-4	2	-5
-5	1	-5
12000	1	225
-5	1	145
-5	2	130
-5	1	-5
30000	1	215
-5	1	-5
-5	2	-5
-5	1	-5
26000	1	160
-5	1	210
42000	1	145
-5	1	195
14000	1	135
20500	1	195
30000	2	170
32000	1	-1
35000	1	175
32000	2	155
43000	2	180
36000	2	175
-2	1	160
35000	2	160
23000	1	220
55000	2	-5
94000	1	215
25000	1	200
42000	1	180
0	1	185
-5	1	-5
23000	2	130
-2	2	145
-4	1	200
-5	2	-5
-5	1	275
10000	2	-2
-4	1	175
28000	1	145
33000	2	130
25200	2	245
55000	2	165
25000	1	140
41000	2	170
-5	2	135
-5	1	160
14000	2	130
-5	2	155
25000	2	113
60000	1	200
40000	1	160
20000	2	154
-2	2	125
-5	1	-5
-5	1	173
7000	2	135
39182	2	180
75000	2	152
45000	1	186
7900	2	180
19000	2	135
50000	1	170
-4	2	162
-4	2	155
12000	2	200
43000	2	140
65000	1	235
-2	1	150
-5	1	-5
-4	1	195
32000	1	-2
22000	2	125
-2	1	150
20000	2	125
6000	2	125
48000	2	128
38000	1	135
68000	1	211
100	1	180
-2	2	150
24000	2	-1
16070	2	130
-5	1	-5
-5	2	150
-5	2	-5
38000	2	135
-4	2	179
-4	1	132
-2	2	285
18000	1	180
14000	1	175
12000	1	200
18000	1	150
58500	1	170
-4	2	175
-5	1	-5
-5	2	-5
-5	1	140
-4	1	155
20000	1	120
27000	2	290
46500	2	190
40000	1	160
30000	1	240
-5	2	-5
17646	2	195
-4	1	300
-4	2	140
50000	1	250
-5	1	203
58000	1	180
45000	1	170
15600	2	100
50000	2	149
25000	1	182
-5	2	-5
-5	1	-5
6000	2	125
146002	1	145
-4	2	130
32000	2	102
27000	2	180
38000	1	130
80000	1	210
48000	1	155
35000	1	205
-5	1	220
38000	2	-1
43000	1	138
20000	1	145
24000	2	125
60000	1	140
40000	1	195
65000	2	150
-2	2	118
-2	1	175
-4	1	145
5000	1	180
-5	1	-5
-4	2	250
29500	1	145
25000	1	169
600	1	195
-4	1	205
-4	1	175
-5	1	120
-5	2	-5
14000	1	195
-1	1	221
-5	2	250
40000	2	140
-4	2	135
-2	2	215
-4	1	240
-5	1	-5
16000	1	120
25000	1	145
26000	2	150
-4	2	-5
1500	2	130
-4	2	200
21368	1	135
22000	1	180
-4	2	183
35000	1	180
-5	1	230
30000	2	135
32500	2	130
60000	1	220
-5	1	168
27000	1	145
-5	1	-5
42000	1	150
400	2	130
22000	1	180
51000	1	230
-5	1	170
56000	2	145
38000	1	275
80000	1	250
9000	1	135
55000	2	145
20000	1	185
37000	1	170
7000	2	130
12000	1	150
-2	2	120
49800	1	142
-5	2	170
42000	1	145
30000	1	-5
45000	1	-5
28000	2	135
-5	2	-5
55000	2	140
34000	2	195
70000	1	210
12000	2	100
34000	2	140
8000	2	138
40000	1	170
13000	2	150
-4	2	140
47500	2	137
26000	1	183
32000	1	210
20000	1	245
44000	1	-5
46000	2	148
-5	1	-5
40000	2	190
-4	2	175
-5	2	114
33000	2	133
32000	1	180
10274	2	115
55000	2	150
-5	1	-5
-5	2	-5
7000	2	130
28000	1	180
-5	2	-5
146002	2	160
14000	2	-5
-5	1	-5
45750	2	145
76000	1	175
25000	1	177
1200	2	220
38000	2	105
90636	1	195
71200	1	185
15000	2	170
19000	2	150
-5	1	220
15000	1	240
-4	2	-5
-2	2	145
-5	1	180
7000	2	220
-4	1	130
-5	1	-5
2955	1	102
-5	2	170
-4	2	125
18000	1	148
79000	2	150
22000	2	129
-4	1	210
94000	1	172
55000	1	175
34000	2	120
31000	1	165
18000	1	211
10000	2	160
90000	1	170
20000	2	153
30000	1	-5
-2	2	175
-5	1	-5
20000	2	250
21000	2	275
19000	2	139
-4	2	135
30000	1	160
21000	2	145
-5	2	130
-5	1	-5
24500	2	140
-5	2	-5
50000	2	135
12000	2	180
20000	2	150
20000	2	135
-2	2	137
29000	2	145
16000	2	105
-5	1	138
-5	1	-5
-4	1	160
21000	1	145
-4	2	-1
-4	2	118
-4	2	130
30000	2	155
18000	2	140
-4	1	165
38500	2	107
-2	2	203
25000	1	170
-5	2	125
32000	1	165
-4	1	175
30000	1	215
1900	2	220
30000	1	215
-4	1	163
-5	2	-5
-5	2	-5
72000	1	203
15000	2	160
8000	2	135
30000	1	200
13000	1	227
-5	1	135
-5	2	123
25000	1	230
50000	1	250
40000	1	185
70000	2	135
-5	2	-5
-5	2	-5
-4	2	140
-5	2	-5
-2	1	140
32000	2	115
20000	1	150
27000	2	140
19000	1	165
-4	1	175
65000	1	260
38000	2	-1
-4	1	275
-4	1	165
6700	2	180
-5	2	120
10340	1	239
-5	1	-5
-5	2	115
-4	2	180
13000	2	270
14000	2	190
-5	1	-5
40000	1	180
-4	1	175
-5	2	-5
35000	2	210
27000	1	-5
15000	1	160
-5	2	148
-5	2	145
30000	2	152
-5	1	185
-4	1	265
37000	1	185
22000	2	125
25000	2	120
-5	1	-5
37200	1	197
8000	2	128
-4	2	165
-4	2	135
6000	2	240
30000	2	155
40000	1	190
27000	1	155
-1	2	200
45000	2	115
146002	1	180
28000	2	148
-4	1	130
80000	1	160
-2	2	145
86000	1	-5
-5	2	-5
20000	1	185
23000	1	165
16575	2	120
-4	1	180
23000	1	-5
28000	2	245
13000	1	153
25000	2	147
-2	1	158
40000	1	230
-5	2	-5
26000	1	210
-5	1	-5
12000	2	143
-2	2	125
-2	1	150
300	2	105
146002	2	105
65000	1	160
-4	1	150
-5	1	-5
18000	2	180
69000	1	-5
7800	2	-5
20000	1	150
-5	2	-5
60000	2	145
31408	1	-2
20000	2	-5
33600	2	175
48000	1	-5
-5	2	140
-5	2	155
-5	2	150
-4	1	130
28000	1	220
17000	2	120
31000	1	300
76000	1	-5
-5	2	-5
-5	1	255
-5	1	-5
70000	1	210
-2	2	-5
35000	2	-5
-5	2	-5
-5	1	150
146002	1	165
94000	2	122
-5	2	-5
-2	1	-5
-5	2	-5
-4	1	162
-4	1	154
66000	1	-5
-4	1	160
40000	1	180
-4	1	-5
70000	1	-5
39500	2	105
-5	1	-5
50000	2	125
-4	1	152
20000	1	135
-5	1	-5
32000	2	-5
26000	2	155
3702	1	155
44000	1	-5
-4	2	145
37000	2	175
-2	2	160
-4	2	135
12000	2	120
38000	1	160
40000	2	125
33000	1	190
65000	2	130
-1	2	160
-4	1	190
32000	2	200
16000	2	140
25000	2	145
52000	2	130
20000	2	112
48500	1	160
20000	1	225
-4	2	160
-5	1	220
15000	2	190
-5	2	130
-5	1	-5
32000	1	187
-2	2	140
-4	2	104
-4	2	155
60000	2	165
-4	2	-5
-5	2	178
-2	2	230
50	1	170
-5	1	-5
9000	1	200
40000	1	-5
-5	2	145
-4	2	160
-4	1	135
300	1	87
63000	2	140
30000	2	125
21000	2	130
6000	2	135
38800	2	160
38000	1	145
2200	1	110
-5	1	-5
30000	1	165
25000	1	155
12000	1	147
10000	2	-5
-5	2	-5
36000	1	262
10000	2	92
25000	1	185
90000	1	185
88000	1	190
-2	1	210
-2	2	-5
28000	2	-5
-5	2	112
-4	2	140
45000	1	165
-5	1	235
16000	1	185
39000	1	200
80000	1	180
20000	1	230
42000	2	105
20000	1	175
-5	1	165
30000	1	154
26000	1	175
30000	2	180
43000	1	175
6000	2	158
-5	2	-5
-5	2	-5
-5	2	-5
5000	2	253
30000	1	185
31000	2	185
23000	2	105
-5	1	170
146002	1	132
-5	1	175
-4	2	125
-4	2	285
-5	2	134
-5	1	-5
-5	2	-5
-5	1	-5
20000	2	160
-4	1	-5
9120	1	145
-5	2	135
24000	2	160
19000	1	-5
32000	1	185
2000	2	140
30000	1	-5
18000	2	185
-2	2	190
-2	1	-5
9000	2	150
-4	2	145
-4	1	100
-2	1	125
18000	2	130
-4	1	-5
19000	2	222
-4	1	185
16000	1	185
19000	1	245
-4	1	160
20000	2	202
65000	1	285
41000	1	170
8000	2	216
-2	2	140
-5	1	160
1200	2	125
65000	1	145
15000	2	-5
50000	2	131
44000	1	177
1500	2	-5
65000	1	200
-4	2	110
-4	2	140
200	1	190
16000	2	-5
38000	2	155
39000	2	270
31000	2	290
49000	1	163
30000	1	130
29000	2	130
1000	2	208
25000	2	230
16000	1	140
28000	1	145
14000	1	245
16000	1	214
-4	1	195
41000	2	185
27000	1	200
-5	2	118
-5	1	200
12000	2	125
14000	2	200
22000	1	265
-4	2	160
8000	1	160
-4	1	225
24700	1	125
-5	1	-5
-5	1	175
63944	2	161
-4	2	135
35000	1	150
34000	1	245
41000	1	155
3000	2	-5
-5	2	-5
28000	1	145
45000	1	200
10000	1	200
0	1	200
32000	1	155
28000	1	-5
-2	1	165
-5	2	-5
40000	2	180
5000	2	165
35000	2	180
41000	2	135
-5	1	160
45000	2	140
76000	1	250
16000	2	156
41500	1	170
34000	2	155
65000	2	122
85000	1	194
20000	2	165
37000	1	200
-4	2	145
-4	1	-5
41000	1	158
50000	2	180
37000	2	289
30000	2	110
-5	2	-5
-4	2	145
44000	2	148
-5	1	239
28000	2	140
15000	2	180
35000	1	172
50000	1	180
34000	2	130
-5	1	-5
-4	1	175
-5	2	-5
33000	2	150
26000	1	-5
-5	1	-5
16000	2	115
17000	2	175
-5	2	-5
77000	2	145
-5	2	-5
-5	1	186
35000	2	159
33400	1	295
38600	2	150
-5	1	122
55000	1	150
-2	1	165
56000	1	170
43000	2	140
146002	1	190
40000	1	295
3500	2	186
-4	2	115
60000	1	-5
400	1	185
-4	2	130
146002	1	190
-2	2	155
-5	2	160
25000	1	200
-5	1	130
63000	2	90
-4	2	157
34000	2	230
20000	1	165
-2	2	120
25000	1	-5
34000	1	150
-4	2	130
-2	1	210
2100	1	195
44000	1	155
39000	2	170
26000	1	130
22600	1	145
-4	1	145
-4	1	-5
-4	1	-5
3000	1	150
18200	2	154
-2	1	250
12000	1	180
-5	1	125
-2	1	245
60000	1	160
-4	2	-5
-5	2	-5
35000	1	175
-5	1	-5
-5	1	-5
-4	1	212
-4	2	145
-5	1	170
47000	1	150
-4	2	110
-4	1	-5
-5	1	-5
-5	2	-5
45000	1	265
-5	1	-5
-5	1	236
-2	2	127
12000	2	-1
-4	1	-5
-5	1	185
-4	2	148
50000	2	120
30000	1	-1
-5	1	-5
60000	1	225
-2	1	162
30000	1	180
-4	2	156
-5	2	104
-4	1	154
-2	2	122
-5	1	230
56000	1	170
20000	2	110
-5	1	140
16000	2	-5
-5	2	100
-4	1	-5
14000	2	-5
-5	2	-5
50000	1	162
32000	1	165
24000	2	100
-2	2	130
36000	2	110
-5	1	-5
-5	1	220
35000	1	145
15000	2	140
-5	2	-5
60000	2	140
-4	2	215
29000	1	215
20000	1	170
4000	2	160
-4	2	140
13000	2	240
21000	1	-5
-5	2	-5
19000	1	-5
-4	2	162
50000	1	300
65000	1	-5
40000	1	200
18000	2	260
15178	2	125
40000	1	170
-4	2	160
18000	2	115
35000	1	170
5000	1	188
-4	1	165
-4	1	176
-5	2	-5
45000	2	140
-5	1	-5
70000	1	200
32000	2	104
22000	2	118
-4	2	170
20000	2	120
-4	1	174
5000	2	110
78000	2	180
-4	1	200
900	2	146
30000	2	210
-2	1	-5
5000	1	205
10000	2	190
38000	2	-1
20000	2	160
42000	2	-5
-5	1	285
10000	2	190
26000	1	130
3000	2	110
23000	1	150
-5	1	135
15000	2	103
-5	1	-5
30000	1	200
-5	2	175
-4	2	110
9000	2	107
15000	2	125
14000	1	245
34000	1	170
8000	1	198
14000	2	150
43000	1	225
33000	1	243
-2	2	125
35000	2	152
1500	2	138
50000	1	185
-4	2	154
18000	2	158
-5	1	-5
-5	1	-5
14000	2	170
50000	1	185
-5	2	-5
-5	1	-5
-5	2	135
146002	1	180
-5	1	-5
62000	2	230
-5	1	-5
88000	2	190
20000	1	210
-4	1	160
-4	1	145
-4	1	-5
30000	1	200
-4	1	360
-5	2	-5
47000	2	250
26000	1	135
9980	2	-5
-4	1	240
3000	2	215
-5	2	-5
30000	1	210
20000	2	53
15000	2	-2
10000	1	157
65000	1	200
-4	2	189
25000	1	-2
-2	2	100
40000	1	170
38000	1	172
26000	2	105
-4	1	150
-5	1	185
-4	2	165
10000	2	125
-2	2	210
21000	2	265
55000	2	134
-4	2	170
7000	2	120
25000	2	140
28000	1	187
-4	1	220
11000	2	139
20000	1	120
-4	2	200
24000	1	235
35000	2	140
9000	2	177
-5	1	145
34900	1	219
31000	1	215
6000	2	160
18318	2	200
-5	1	-5
4000	1	180
23000	2	-5
22000	2	-5
-5	2	122
-2	1	-5
50000	1	-5
-4	2	-5
18000	2	165
12000	1	150
53000	1	210
23600	1	185
7200	1	175
57000	1	170
-5	2	132
25000	1	138
27584	2	139
-4	2	140
-4	1	180
140	1	180
-4	1	115
28000	1	160
-5	2	201
15000	2	160
52000	1	165
14000	2	170
32000	2	250
20000	2	110
21000	2	135
600	2	135
-4	2	190
400	2	145
35000	1	200
5000	1	150
-5	2	-5
32000	2	125
-5	2	170
8000	1	200
-4	1	130
15000	1	165
-4	2	320
6000	1	205
42000	1	-5
20000	1	245
26000	2	-5
30000	1	167
31000	2	190
600	1	-5
72000	2	155
30000	1	200
-4	1	162
7000	2	140
21000	2	-5
12000	1	165
-4	1	135
146002	2	140
42000	1	155
-2	1	155
21000	2	133
-5	1	150
35000	2	124
82400	2	125
