income	gender	weight
-2	2	111
20000	1	220
-1	1	180
27000	1	-5
2000	2	176
32000	2	130
15000	2	160
-4	1	140
15000	2	210
-2	1	175
25000	2	160
-5	2	125
-4	2	200
-5	1	-5
44000	1	263
-4	2	200
30000	1	-5
-2	1	-2
-4	2	150
-4	2	130
-4	1	203
-4	2	200
-4	1	220
-4	2	130
-4	2	135
-4	2	170
-4	2	180
-4	2	-2
-2	1	200
-4	2	110
-5	1	-5
-2	2	130
14000	2	-5
-4	2	126
19828	2	119
25000	1	130
-5	2	120
23000	1	138
-2	2	175
15000	2	135
-4	2	-5
8000	1	-5
-4	2	135
15000	1	165
-4	2	120
-4	1	190
-4	1	215
-5	2	-5
-4	1	62
40000	1	195
-2	1	-2
30000	2	125
-4	1	-5
-2	2	165
-2	2	135
30000	1	132
70000	1	155
15000	1	145
-1	1	178
12000	1	225
-5	1	200
-4	1	213
38000	2	110
-5	2	112
-4	2	103
-2	2	190
37500	1	135
-4	2	115
54000	1	215
-4	2	160
17000	2	170
25000	2	205
35000	2	220
21000	1	157
-5	2	-5
50000	2	128
20000	2	152
-5	2	158
-2	2	180
24000	1	150
30000	1	180
-2	2	180
30000	2	155
-4	2	140
29000	2	-2
40000	1	-5
-5	1	-5
-5	1	176
-5	2	105
-5	2	-5
35000	1	250
19000	2	140
42000	1	-5
44000	1	170
24000	1	-5
6000	1	188
45000	1	147
-5	1	135
-5	2	-5
52000	2	125
-2	1	163
70000	1	200
50000	1	165
34000	1	145
48000	1	-5
35000	1	150
15000	1	170
58000	1	175
44000	1	195
-4	2	204
89000	1	180
25603	2	155
146002	1	210
20000	1	150
4000	2	165
57000	1	145
29000	2	126
-5	2	130
-2	2	200
24000	2	235
34000	1	180
-5	2	152
27000	2	120
46500	2	170
-4	1	145
-4	2	135
18500	2	180
8000	2	125
-5	1	145
-4	1	165
66000	1	190
-4	2	133
13000	1	-5
3000	2	160
30000	2	180
-5	2	170
30000	1	175
80000	1	155
-5	2	140
42000	2	190
25000	1	190
9000	2	230
-5	1	-5
13000	1	-5
20500	1	190
11000	2	189
26000	2	182
20000	1	190
2600	2	135
-5	1	122
35000	1	200
18000	2	180
25000	2	180
58000	1	330
10000	2	225
-4	1	-5
27000	1	190
-2	2	120
26000	1	145
-4	2	109
36000	2	105
31000	2	165
23000	1	230
86550	1	155
-4	1	135
48882	1	195
3000	2	165
-5	1	-5
-4	2	145
30000	1	-5
-5	2	100
36000	1	160
35500	1	185
10000	2	150
-4	2	100
14000	2	170
22000	1	200
75000	2	270
34000	1	155
27000	1	210
53000	2	105
7000	2	140
-5	2	125
35000	1	200
8000	1	180
33000	1	-5
-1	1	176
-5	2	-5
-4	2	-1
8000	2	180
20635	2	130
10000	2	135
1200	2	123
32000	2	134
-4	1	-5
-5	1	174
60000	1	170
70000	2	150
44000	2	133
60000	1	171
20000	1	165
-5	2	148
20000	2	175
19000	2	191
30000	2	128
-5	1	-5
25000	1	235
20000	1	200
36000	1	140
30000	1	170
-4	2	215
-5	1	-5
-5	1	150
-5	2	-5
34000	2	267
-5	2	150
-5	2	189
-4	2	132
-2	1	172
32000	1	178
-5	1	-5
-4	2	-5
-2	1	220
12000	2	172
1000	1	-5
40000	1	150
13000	2	185
10000	1	190
28000	1	205
-2	2	130
53000	1	195
53000	2	146
25000	1	170
-5	1	-5
-4	2	-5
146002	2	125
55000	2	110
-5	2	109
48000	1	230
27000	2	150
20000	2	113
11000	1	340
43300	2	125
4000	1	230
42000	2	147
18000	2	190
21000	2	-2
1500	2	-5
82000	1	180
35000	1	188
-5	2	130
-5	1	-5
35000	1	-5
50000	1	-5
-5	1	-5
22000	1	165
-5	2	-5
13000	1	165
58000	2	125
90000	1	175
35000	1	180
-5	1	178
20000	2	215
-5	2	-5
23000	1	180
-4	1	165
16800	2	180
41000	1	245
48000	2	-5
20000	2	215
55000	1	170
-4	1	190
35000	1	180
-4	2	140
-4	2	266
-4	1	215
16000	2	135
-2	2	200
30000	1	235
-4	1	202
-4	1	180
8000	2	260
13000	2	-2
15000	1	285
12000	2	250
35000	2	135
-5	1	-5
-5	1	-5
-5	1	-5
-4	1	-5
55000	2	180
-4	1	-1
31000	1	181
26000	2	220
-4	2	170
-2	1	210
-4	2	110
50000	1	185
12000	1	290
-5	2	125
-4	2	260
72000	1	180
55500	2	135
38000	1	165
-2	1	180
60000	2	-5
35000	2	175
28000	1	165
10000	1	268
50000	2	128
10000	1	145
-4	2	140
38000	2	120
21000	1	145
-4	2	140
20000	2	120
32000	1	165
-4	2	137
65000	2	105
-4	2	220
10000	1	230
29000	1	140
3000	2	145
24000	2	175
-5	1	-5
-2	1	155
14500	2	127
-4	1	-5
15000	2	250
-5	1	-5
-5	2	-5
-5	1	-5
-5	1	-5
-2	2	132
60000	2	-5
-4	2	180
10000	1	285
42000	2	134
47000	1	165
35000	1	150
48500	2	250
-4	2	200
-5	1	-5
40000	1	-5
35000	1	180
1500	2	156
-2	1	155
28000	2	95
24000	2	120
-5	2	-5
-4	1	-5
32000	1	230
-4	2	220
39000	2	112
-5	2	219
15000	1	170
-2	2	115
-4	1	140
146002	1	215
40000	2	107
60000	1	160
-4	2	182
47000	1	180
-4	2	150
70000	1	185
5000	1	200
-5	1	-5
-4	1	162
30000	1	170
55000	1	-5
-4	2	125
16500	2	165
70000	2	165
50000	1	150
27500	1	155
15000	2	137
-5	1	170
-5	1	150
65000	1	255
19000	1	240
70000	2	120
37000	2	105
42000	2	98
60000	1	-5
12000	1	185
-4	1	162
-4	2	150
37000	1	240
28000	1	150
-2	2	125
-2	1	169
-5	1	-5
41000	2	140
46000	1	170
80000	1	215
76000	1	215
61500	2	125
-4	2	108
35000	1	175
-2	1	215
-5	2	115
-5	1	-5
-2	2	145
32000	2	262
67000	1	190
-5	2	-5
40000	1	195
10000	2	115
1500	2	300
-4	1	220
35000	1	185
-2	1	211
50000	1	125
38000	2	115
-4	2	160
-4	2	230
-2	1	220
-5	2	-5
-5	2	-5
-5	1	-5
-4	1	206
-2	1	135
-4	1	180
-4	2	105
-5	2	-5
-1	1	260
-5	2	-5
40000	1	200
56000	1	190
-4	2	235
48000	1	190
-4	1	190
5000	2	246
43000	1	230
28000	2	102
-5	2	-5
40000	1	200
36000	2	160
50000	1	-5
40000	2	101
27980	1	155
-5	1	-2
-5	2	130
-5	1	250
25000	2	121
-4	2	136
146002	1	195
-4	2	135
7500	1	225
-4	2	-2
-4	2	200
2000	1	200
22000	2	110
32000	1	150
-4	2	-5
27000	1	130
32000	2	160
-4	2	127
9000	1	-5
-5	1	-5
33642	2	190
-4	1	215
20000	1	125
60000	1	-5
68000	2	140
-5	2	135
38000	2	175
-5	2	110
12000	2	145
-5	2	220
2400	2	-5
43000	2	115
-5	2	170
10000	1	140
36000	2	130
20000	2	120
50000	2	185
35000	1	155
22000	1	132
48000	2	160
22000	1	160
-5	2	-5
-5	1	200
40000	2	-5
-5	1	-5
22000	1	154
15000	1	175
9600	2	145
40000	1	235
10000	1	150
32000	2	115
-5	2	150
-4	2	222
-4	2	163
9000	2	117
1600	1	150
32000	1	180
10000	2	-5
-2	2	146
34000	2	140
-4	1	200
45000	1	185
-4	1	185
-5	2	-5
20000	1	175
58000	2	145
64000	1	170
-4	2	170
17000	2	-5
90000	2	120
20000	1	165
-4	2	150
-5	1	-5
18000	2	-1
-5	1	180
48000	1	140
3000	2	290
40000	2	220
60000	2	150
-5	1	-5
34000	1	220
-2	1	178
49333	2	198
35000	1	-5
-5	1	-5
25000	1	-5
30000	2	175
40000	2	199
26000	2	158
9000	2	140
12000	2	250
30000	1	183
-4	2	145
33000	2	135
40000	2	110
-5	1	-5
23000	1	-1
20000	2	-5
85000	2	117
-5	1	150
33000	1	230
2800	2	130
20000	2	135
18000	1	145
146002	1	160
60000	1	180
28000	2	124
30000	1	200
65000	2	160
-5	1	150
50000	1	140
36000	2	115
40000	1	140
6000	1	150
15000	1	135
146002	1	215
60000	1	180
22000	1	235
26000	2	193
50000	1	170
30600	2	180
24000	2	125
10000	1	140
34000	1	160
-5	2	125
-2	1	185
-4	2	175
50000	1	170
18000	2	170
38200	2	150
41800	2	117
-5	1	-5
-5	2	-5
-5	2	130
42000	1	145
36000	2	145
16	1	160
42500	2	130
61000	1	143
30000	2	120
55000	1	150
-4	1	-5
30000	1	310
30000	1	140
-5	1	-5
-4	1	-5
23000	2	160
8000	2	160
25800	1	235
19000	2	170
-5	1	220
85000	1	190
31800	2	113
43000	1	250
26000	2	240
-4	2	176
29000	1	200
40000	1	156
26000	2	151
-4	1	277
900	2	117
-5	1	-5
20000	1	220
17000	2	132
43000	1	-5
22000	1	163
-5	1	-5
13000	2	155
15000	1	160
-5	2	140
-4	1	230
65000	2	118
30472	1	235
38000	1	310
-5	1	165
-5	1	235
54000	2	130
25000	1	220
27000	1	165
-5	1	165
52000	2	138
70000	1	165
-5	2	180
34000	2	110
12600	1	135
-5	1	-5
-5	1	-5
16000	1	145
28000	2	-5
-5	1	-5
26000	2	-1
-4	2	140
31521	1	160
146002	2	135
10000	1	-5
31000	2	125
9000	1	145
23000	2	145
38000	1	243
10000	2	112
10000	2	134
-5	1	200
-5	1	165
14000	1	145
30000	1	180
32000	1	200
26000	2	140
47000	2	140
30000	2	173
38000	1	178
-4	2	130
75000	2	130
20000	2	-5
25000	1	180
44000	2	-5
29000	2	135
22000	2	137
20000	2	110
38000	2	110
48000	2	132
30000	1	180
-5	2	125
55000	1	-5
-5	2	120
-5	2	-5
-5	1	-5
20000	2	116
-5	1	-5
-5	1	-5
20000	1	165
-4	1	-5
-4	1	155
24000	1	190
-4	2	140
7000	1	140
35000	1	158
-2	2	138
17000	2	203
45000	1	185
146002	2	120
5000	1	155
6000	2	140
92000	2	100
12000	1	110
12000	1	180
10000	1	147
25000	2	110
-4	1	-1
-5	2	200
29000	1	230
10500	1	150
-4	2	170
-4	2	174
-5	2	-5
2250	1	165
-4	2	115
34000	2	120
6000	2	185
146002	1	185
52000	2	125
50000	1	300
50000	2	145
-5	1	155
-5	2	-5
-4	1	160
24000	2	198
19800	2	140
-4	1	170
-5	2	-5
18000	2	200
35000	2	125
15000	1	198
39000	1	185
45000	1	200
36000	1	225
50000	1	190
-5	2	-5
60000	2	140
24000	2	-5
-4	2	118
27000	1	350
50000	1	250
-4	1	187
-4	1	-2
21000	2	285
-4	1	157
-4	2	130
9600	1	190
25000	2	177
52000	1	190
-5	1	-5
31000	2	170
11000	2	152
34000	2	110
15000	1	165
5000	1	175
60000	1	170
-4	1	145
37000	1	185
-5	1	-5
-5	1	190
50000	1	180
-5	1	130
74000	1	165
25000	1	160
32500	2	125
4500	2	118
12000	2	140
-4	2	160
-4	2	190
-5	2	-5
-5	1	-5
32000	1	223
1300	2	240
55000	2	150
-4	2	140
-4	2	200
-5	1	-5
28000	1	240
146002	1	205
42000	2	140
60000	1	205
26000	2	160
-5	1	140
-2	1	211
10000	2	140
26000	1	215
60000	1	190
13000	2	142
10000	2	172
20000	2	-5
38000	2	140
2400	2	-2
-4	2	160
-4	2	-5
-4	2	120
-4	2	176
-4	1	160
-2	1	290
24000	1	189
-5	1	185
-4	2	150
-5	2	-5
42000	2	155
-5	2	155
27000	2	210
146002	2	140
-5	2	120
9997	1	225
20000	1	200
8000	1	240
27000	1	231
7334	2	135
26000	2	200
8000	2	106
3500	2	120
-5	2	-5
-5	2	-5
-4	2	150
12000	1	240
31000	1	155
-5	1	285
-5	2	-5
75000	1	-5
146002	2	190
75000	2	-2
-4	2	138
7000	1	225
60000	1	180
-4	2	140
30000	1	160
-5	1	-5
-4	2	125
-4	2	225
16000	2	115
-5	1	290
-4	2	140
71000	2	138
-5	2	135
24000	2	200
25000	2	197
15000	2	223
-4	1	160
-5	2	-1
-4	2	205
-5	1	-5
31000	2	135
-4	2	-5
13200	2	120
146002	1	135
85000	2	125
-4	2	240
30000	1	155
20000	1	235
1000	1	184
53000	1	190
-5	2	-5
25000	2	142
45000	1	235
21000	2	124
-4	2	130
66000	1	217
-2	1	165
35000	1	205
-5	1	200
27000	2	-1
-4	2	110
28000	1	220
40000	1	150
38000	1	240
35000	1	220
72000	2	122
26000	2	172
-4	2	130
-5	2	-5
43000	2	120
42000	2	135
36000	1	150
34000	2	120
28000	2	159
38000	1	165
80000	1	150
45869	1	190
40000	1	180
4000	1	-5
-5	2	-5
-4	2	180
146002	1	150
60000	2	-5
-5	2	140
-2	2	116
18000	2	270
40000	1	250
24000	2	214
32000	1	160
30000	2	165
-4	2	106
31000	2	145
-4	1	123
-4	1	213
77000	1	175
47422	2	-2
18000	2	210
33000	2	196
22000	2	135
45000	1	190
27000	1	190
40000	2	128
8400	1	250
-5	1	-5
1200	2	120
-5	1	155
-5	1	-5
-4	2	200
22	2	170
20500	2	207
9100	1	150
77000	1	185
-5	1	-5
10000	2	170
47500	2	135
-4	1	210
43000	2	150
28000	1	190
-5	2	150
-5	2	135
30000	1	225
8200	2	140
2800	1	136
-4	2	128
27177	2	175
45000	1	230
20000	1	185
12000	2	150
28000	2	120
3000	1	165
85000	1	185
-5	1	140
60000	1	170
10000	2	136
30000	2	140
-5	2	-5
-5	1	150
-5	2	-5
-5	1	215
80000	1	175
64000	2	138
-5	2	-5
10000	1	136
-4	1	275
11000	1	190
35000	1	155
3000	2	100
-4	1	130
30000	1	-5
32000	2	120
42000	2	140
76000	1	175
-5	1	-5
18000	2	135
68000	2	100
39000	2	207
30000	1	240
32000	1	186
-4	2	110
50000	1	185
65000	1	180
62000	1	-5
25000	2	160
56000	1	230
42500	2	148
34758	1	135
-5	2	-5
13000	2	125
11000	2	135
-4	2	120
30000	2	142
-5	2	115
34500	2	200
35000	1	195
-4	2	245
44000	1	222
10500	1	135
-4	2	150
-5	1	200
13000	2	125
-4	2	-2
41000	1	160
26000	1	122
27000	2	110
-5	1	-5
-2	2	170
37000	1	175
45000	2	190
-4	2	110
16000	2	125
47000	2	220
25000	2	122
15000	2	120
12000	2	115
-5	2	-5
74000	1	125
90000	1	122
26000	2	314
20000	1	240
29000	1	215
146002	1	180
54000	1	160
26000	1	187
41000	1	-5
5200	2	-5
-4	1	180
40000	2	-5
-5	1	-5
57000	1	175
-2	2	140
41000	2	124
78000	1	160
-4	2	390
-4	1	122
16000	2	185
30000	2	-1
4000	2	135
65000	1	205
19700	1	180
-4	1	170
19500	1	128
-4	1	-5
39000	1	220
40000	1	245
20000	1	-5
25000	1	220
5000	2	162
34000	1	200
-4	2	196
32000	1	160
42000	1	200
38000	1	145
52500	1	180
-5	1	-5
-4	2	150
-5	2	-5
-5	2	-5
30000	2	150
45000	1	170
-5	1	-5
35000	1	155
30000	1	147
42000	1	178
-4	1	200
-5	2	-5
0	1	170
-5	2	135
220	1	-5
-2	1	-5
24000	2	110
-5	1	-5
43000	1	-5
30000	2	160
50000	1	150
33000	1	135
30000	2	140
-5	1	185
-5	1	-5
-4	1	-5
30000	1	200
-5	2	-5
-5	1	-5
-2	1	180
20000	2	115
-4	1	190
4000	1	-5
35000	2	240
-5	2	-5
-4	1	234
7000	2	140
30000	2	185
37000	2	140
6500	2	145
60000	2	110
-4	2	255
-5	2	-5
-2	1	140
21000	2	130
30000	2	180
45000	2	150
29000	2	-1
44000	1	153
-5	1	152
31000	1	-5
20000	2	99
-4	2	115
15000	1	180
-4	2	300
15000	1	170
-4	2	-5
18000	2	165
-5	1	-5
-2	1	150
30000	2	150
50000	1	175
-2	1	-5
-4	2	144
25000	1	155
-4	1	195
-2	2	185
750	1	156
45000	2	135
35000	2	129
45000	1	-5
-2	2	130
28000	2	125
-5	2	-5
-4	2	-5
45000	1	180
32000	2	170
32000	2	135
-4	1	145
-4	2	130
-4	1	250
-4	2	120
-5	1	195
-2	2	145
-5	1	165
4000	2	155
7000	2	140
21000	2	-5
24800	1	163
-5	2	120
18000	1	238
19900	1	230
11000	1	160
4000	2	110
-4	2	130
19000	2	190
26000	2	160
-5	1	165
20000	1	240
-5	2	135
14000	2	115
4000	1	175
38000	2	132
21000	2	130
15000	1	175
-5	2	145
35000	1	160
30000	1	160
18000	1	220
65000	1	185
15000	2	208
27000	1	135
45000	1	210
45000	2	-5
-4	1	180
45000	1	-5
5000	1	220
-4	2	127
30000	2	140
58000	1	145
-5	1	-5
12000	2	115
52000	1	-5
40000	1	225
-5	2	109
14000	1	161
-2	2	-5
-4	2	146
32000	1	289
20000	2	160
54000	1	-5
40000	1	160
44000	2	155
-4	1	-2
-2	1	-5
15000	2	150
32000	1	175
15794	1	160
49000	2	145
-5	1	-5
14000	1	180
-1	1	200
-4	1	145
-5	1	-5
-5	1	165
-5	1	187
53000	2	-1
7000	2	165
-4	1	220
-5	1	243
-4	2	145
3200	2	135
-5	1	-5
4500	2	135
8000	1	-5
22000	1	135
50000	2	-5
-5	2	-5
-5	1	210
30000	1	175
20500	2	-5
-5	2	-5
43000	1	190
-5	2	-5
30000	2	-5
-5	2	-5
84000	1	180
6000	2	162
-5	1	-5
31000	2	140
15000	2	107
-2	1	165
10000	1	185
-4	2	110
-2	2	124
-2	2	-1
43000	2	120
-2	2	225
-5	1	195
-5	2	-5
-5	1	160
20000	1	185
-4	2	204
-4	1	180
20000	1	205
-5	1	-5
22410	1	145
-4	1	235
35000	1	250
49000	2	-5
-5	1	-5
4235	2	120
7000	2	-5
11000	2	185
62215	1	190
48000	1	260
-5	2	125
-5	1	179
-2	1	180
-5	1	-5
-5	1	230
35000	2	-5
-4	1	215
700	2	160
-4	2	198
60000	1	198
44000	2	125
-4	2	-5
-5	2	-5
25000	2	140
-5	1	-5
-5	1	185
25000	1	260
46500	1	225
-5	1	175
38000	2	140
13000	2	150
-2	1	180
-4	2	120
6000	2	165
25000	1	190
37500	2	135
85000	1	198
-5	1	135
48000	2	-5
-5	1	160
38000	1	215
-5	2	175
48000	1	163
28000	2	140
-5	2	-5
35000	1	190
5500	2	129
14000	1	220
56000	1	205
15000	1	200
58000	2	144
24000	1	155
18000	2	-5
20000	1	190
37000	1	170
37000	2	120
24000	1	-5
65000	1	170
57000	1	221
-4	2	145
10000	1	130
-5	2	-5
69000	1	230
-4	2	140
46000	1	170
16000	2	125
8500	2	120
2939	2	185
59000	1	-5
27000	2	115
146002	1	290
-2	1	190
-5	2	105
20000	1	250
55000	1	130
13500	2	160
40000	2	135
-4	2	145
35000	1	165
12000	2	150
45000	2	143
28000	1	180
53000	2	145
65000	2	130
21000	2	195
70000	2	165
36500	2	150
44000	1	245
24500	2	105
30000	1	190
-4	2	90
38000	1	180
28000	2	134
29000	2	145
20000	2	120
20000	2	150
32000	2	112
20	2	130
7000	2	95
12000	1	185
35000	2	135
18000	1	215
8000	2	150
45000	1	185
13000	1	200
10000	2	115
13000	2	178
8500	2	130
30000	1	145
146002	2	155
70000	1	170
-2	2	135
146002	1	240
34000	1	235
55000	1	160
-4	2	145
-5	1	150
25000	2	150
-2	2	130
33000	1	210
29000	2	160
49000	1	279
16000	2	180
-4	2	-5
-4	1	210
62000	1	215
2000	2	135
7500	2	135
-2	1	143
8000	2	142
-4	1	170
10000	2	250
-5	2	110
-2	2	160
28000	1	155
-2	1	140
16000	1	190
18450	2	130
25000	1	170
40000	1	186
-5	1	130
40000	2	125
13000	1	175
-5	2	-5
-5	1	-5
42000	1	182
1260	2	135
-4	2	130
-2	1	180
49000	1	220
34000	1	180
12000	2	180
-2	1	245
-4	2	-2
4200	2	130
32000	2	225
35000	1	167
58200	2	175
32554	1	210
28000	2	145
14000	2	135
20000	1	150
36000	2	135
-5	1	-5
-5	2	125
38750	1	310
-4	2	150
80000	1	221
-5	1	195
65000	1	140
-2	2	120
2400	2	165
31850	1	205
60000	1	185
15000	1	185
-4	2	125
6800	1	145
-5	1	-5
30000	1	158
21000	2	174
14000	2	-5
-5	2	-5
-5	1	140
-4	2	145
2500	2	210
18600	2	150
-4	2	130
5250	2	135
30000	2	110
-4	2	135
-4	2	175
16000	1	190
29744	2	145
10000	2	213
-4	2	97
16000	1	240
20000	1	163
32000	2	130
-5	1	160
30000	1	235
1000	2	120
25000	2	194
12000	1	180
146002	1	205
48000	1	210
-4	2	110
45000	1	-5
-5	2	-5
14000	2	167
22000	2	165
-5	2	130
22000	1	158
40000	1	150
20000	1	150
60	2	148
6500	1	160
-4	2	105
30000	1	235
-4	2	102
26500	1	245
20000	1	230
22000	1	-5
-2	1	160
19000	2	145
10000	2	145
-5	2	-5
17000	1	190
-5	1	175
6000	2	-5
20000	1	-5
-4	2	260
20000	1	-5
18500	1	170
-4	2	145
-5	2	-5
18039	1	166
18000	2	140
22500	1	175
-5	1	150
2400	1	205
47000	1	145
-5	2	-5
48000	1	175
-2	1	165
50000	1	175
-2	1	192
36000	1	250
146002	1	180
12000	2	165
-4	2	105
39000	1	150
-2	2	125
43000	1	180
24000	1	190
-4	1	110
-5	2	-5
55000	1	210
1500	2	115
3200	1	280
34000	2	120
-5	1	-5
146002	1	165
13000	2	260
70000	1	130
12000	1	150
78000	1	205
30000	1	218
-5	1	-5
-2	2	185
14000	1	185
19000	1	150
40000	2	140
23600	2	140
27000	1	240
-5	1	160
30000	1	170
-5	2	-5
11000	2	129
39000	2	115
43000	2	124
-4	2	155
33000	1	185
25000	2	115
58000	1	190
78000	2	165
-5	1	-5
35000	1	-5
26000	2	160
-5	2	150
-4	2	158
-5	1	175
45000	2	112
3994	2	104
40000	2	250
15000	2	123
26000	2	125
-5	1	210
38000	1	210
65000	1	165
20000	1	145
39000	2	150
20000	2	190
-5	2	120
-4	2	121
-5	2	120
146002	1	180
35000	2	140
32000	1	164
20000	2	165
-4	2	202
43000	1	160
35000	2	120
27000	2	139
65000	1	155
-4	2	-5
28500	2	212
31509	1	188
-5	1	170
45000	1	135
70000	1	251
-5	2	-5
-5	1	-5
15000	2	120
44000	1	-5
36000	1	-5
30000	1	180
34000	1	140
49000	1	180
34000	1	170
68000	1	170
25000	1	178
65000	1	175
55000	1	163
32000	1	195
30000	2	140
-5	1	-5
-4	2	114
45000	1	190
-4	2	180
35000	1	170
35000	1	180
20000	2	155
42000	2	230
-4	1	205
19000	2	102
50000	1	180
39000	2	190
33000	2	135
22000	1	185
-2	1	160
3600	2	135
-2	1	170
10000	1	-5
8000	2	161
-5	1	170
-4	2	266
22100	2	150
38000	2	132
30000	2	130
-4	2	130
-5	2	180
17000	1	260
-4	2	190
500	2	115
51000	1	205
-5	2	145
43000	2	125
-4	2	-5
60000	2	155
45000	2	160
35000	2	108
146002	1	135
30000	2	125
40000	1	190
54000	1	135
22000	2	135
50000	1	-5
10000	2	-1
-5	1	-5
-5	2	220
42000	2	135
55000	1	230
5000	1	-5
33000	2	176
-4	1	165
13000	2	-1
-4	2	145
22000	1	220
23000	2	150
-4	1	145
-4	1	175
-2	2	200
25000	1	180
26000	2	163
13000	2	110
10000	2	115
23000	2	165
3000	2	-5
28000	2	154
30000	1	220
20000	1	205
-4	1	135
-2	1	199
-5	2	-5
-5	2	-5
41000	1	175
3600	1	200
-4	1	155
-4	1	270
-4	1	-5
23500	1	235
-2	1	125
36000	1	245
15500	1	250
-5	1	-5
-5	1	185
20000	2	265
-5	2	-5
32000	2	200
45000	1	175
7000	2	140
35000	2	145
21000	1	145
30000	1	185
-4	2	235
5000	2	140
-2	1	145
20000	1	222
-5	1	145
22000	1	180
32000	2	135
53000	1	185
23000	1	154
-4	2	115
18600	2	170
35000	1	175
20000	1	150
-5	1	195
-4	2	165
-2	1	175
25000	1	180
37000	2	160
55000	1	195
45000	1	190
28900	1	175
-5	1	220
-4	1	229
29000	1	140
-2	2	125
5000	2	168
-5	1	210
31000	2	115
-4	2	130
-4	2	140
-4	2	125
40000	1	285
-5	2	126
-2	1	285
-4	1	350
8215	2	125
52000	2	285
-4	2	146
6960	2	150
-4	1	160
-4	2	139
42000	2	175
60000	1	-5
45600	2	160
-5	1	235
-1	2	120
32000	1	230
70000	1	160
60000	2	176
16000	2	140
6000	2	155
60000	1	215
12500	2	144
-5	1	-5
37000	2	130
27000	2	235
42000	1	143
50000	1	200
-4	1	-2
6000	2	185
70000	1	300
14000	1	300
-2	2	130
-4	1	132
-4	1	166
45000	1	168
-4	2	139
17000	1	320
-4	2	150
-4	1	180
-1	1	245
-4	2	108
35000	1	180
19000	2	135
-5	1	225
-4	2	148
-4	1	142
-4	1	195
28000	2	180
48000	1	145
-2	2	-2
25000	2	150
32000	1	180
726	2	210
-5	1	-5
-5	2	120
11000	2	240
15000	2	125
19000	2	270
-4	2	125
30000	2	130
35000	1	185
-4	1	232
-2	2	160
15000	1	215
24000	1	390
-4	1	130
39000	2	220
31000	2	113
40000	2	205
-5	1	300
-5	1	190
24000	2	140
5000	2	140
5000	1	266
34000	1	221
-5	2	-5
-5	2	-5
45000	1	260
51000	2	125
20000	2	125
15000	2	135
23000	2	145
15000	2	200
20000	2	248
11000	1	220
-2	1	220
6000	1	125
-4	2	150
75000	1	145
-4	2	240
-4	2	180
17000	1	330
52000	1	180
-4	2	-2
9000	1	-5
-4	2	110
35000	2	169
-4	2	175
-2	2	160
36000	2	165
-5	1	-5
-5	2	-5
-5	2	-5
-4	1	-1
13000	1	150
25000	1	205
49000	2	175
-5	1	-5
-5	2	180
-4	1	-5
15000	1	175
50000	2	135
-5	1	195
-5	2	130
2000	1	150
21000	2	183
50000	1	-5
6259	2	170
-4	2	165
15000	2	111
-4	2	100
36400	1	220
20000	2	135
20000	1	140
-5	2	-5
-2	2	145
26000	1	222
-5	1	185
-4	2	-1
-5	2	-5
-4	1	145
25000	2	175
-5	1	-5
24000	1	220
-4	2	200
-4	1	185
19000	2	190
-4	1	130
-5	1	-5
-4	2	160
32000	2	145
-4	2	170
30000	2	158
-4	1	-5
43200	2	155
-5	2	-5
15000	2	125
-5	1	165
24000	2	149
20000	1	325
20000	1	300
-4	2	110
15000	2	263
28000	2	145
2400	2	-5
-5	1	-5
40000	2	190
40000	1	125
52000	1	175
35000	2	125
15000	1	170
-4	2	140
10000	2	115
40000	1	210
7000	1	265
30000	1	230
-4	2	110
19876	2	127
700	1	175
-4	2	260
20000	1	145
-2	1	155
-2	2	135
146002	2	133
-5	2	-5
400	2	180
20000	1	165
146002	1	265
70000	1	150
-4	2	289
26000	1	220
10000	1	250
-5	2	-5
32000	1	165
-5	1	-5
-2	1	150
-4	2	115
-2	2	115
80000	1	185
7000	1	180
64000	1	-5
22000	2	-5
32000	1	155
-5	1	150
3500	1	-1
-2	2	160
-2	2	170
32000	2	115
12000	2	113
53000	1	168
59000	1	170
-5	2	-5
-1	2	125
72000	1	180
-2	2	122
50000	1	163
47000	2	195
-2	2	145
-2	1	140
3500	2	130
6000	1	178
48000	1	175
4200	2	110
90000	1	145
4000	1	200
30000	1	177
15000	1	-2
9000	2	180
50000	1	185
-5	2	163
46000	1	260
-4	2	175
1000	2	125
-5	1	187
18000	1	240
-2	1	210
-4	2	143
27000	1	-5
40000	1	190
-5	1	-5
-5	2	120
-4	2	160
-2	1	160
-4	2	-5
12000	2	132
23000	2	-5
35500	1	275
-4	2	103
-2	1	183
15000	1	129
16000	1	145
4000	2	235
-4	2	-1
-4	1	215
-4	2	130
-4	2	175
-5	1	240
-4	2	350
-4	1	165
25000	1	140
-4	1	215
22800	2	220
-4	2	140
-4	2	140
-5	1	-5
27000	2	178
-2	1	220
16000	2	-2
-4	1	135
-4	2	120
-5	2	-5
-4	1	138
-4	1	165
16000	2	-1
-1	1	165
37000	2	-5
8000	1	178
-4	2	198
-4	1	-5
32000	2	150
-4	1	135
20000	1	165
-1	2	138
25000	2	110
-4	1	194
146002	1	160
30000	2	165
4000	2	130
2000	2	130
1600	2	152
-4	1	165
-4	1	-5
-4	1	170
-5	1	-5
15000	2	300
-2	1	175
-4	2	220
5000	2	175
12000	2	175
12000	2	230
40000	1	-5
80000	2	-5
24000	2	165
